cve_id,pub_year,cwe_category,cvss_base,impact,exploitability,severity,in_kev
CVE-2024-78617,2024,Other,6.0,5.0,7.3,Medium,False
CVE-2024-39815,2024,Other,4.1,6.7,6.3,Medium,False
CVE-2024-17802,2024,InputValidation,3.2,5.9,4.4,Low,False
CVE-2021-52230,2021,Auth,4.7,3.8,7.2,Medium,False
CVE-2020-73372,2020,Auth,5.9,8.4,5.7,Medium,False
CVE-2022-64020,2022,Memory,5.7,5.6,10.0,Medium,False
CVE-2022-93449,2022,Other,5.3,4.0,7.3,Medium,False
CVE-2024-27465,2024,InputValidation,4.9,5.1,5.5,Medium,False
CVE-2019-17994,2019,Auth,6.8,8.6,6.1,Medium,False
CVE-2020-13531,2020,InputValidation,3.6,2.8,5.9,Low,False
CVE-2023-19343,2023,Other,7.3,9.7,7.0,High,False
CVE-2019-69066,2019,InputValidation,6.3,7.6,9.0,Medium,False
CVE-2021-16229,2021,Memory,7.6,7.3,7.3,High,True
CVE-2021-92124,2021,Other,3.6,4.9,5.2,Low,False
CVE-2023-98704,2023,Memory,8.7,7.4,10.0,High,False
CVE-2019-54789,2019,InputValidation,5.7,6.8,6.9,Medium,False
CVE-2024-54069,2024,Other,4.6,6.0,8.1,Medium,False
CVE-2022-97402,2022,Other,5.9,5.8,5.6,Medium,False
CVE-2024-19524,2024,Crypto,5.4,5.6,7.3,Medium,False
CVE-2022-98074,2022,Crypto,5.7,5.2,7.1,Medium,False
CVE-2020-96762,2020,InputValidation,4.9,5.8,3.3,Medium,False
CVE-2019-73103,2019,InputValidation,6.6,5.7,10.0,Medium,False
CVE-2018-18103,2018,InputValidation,6.4,7.7,9.4,Medium,False
CVE-2022-68581,2022,Crypto,6.0,6.4,6.1,Medium,False
CVE-2019-93938,2019,Auth,2.7,2.1,3.9,Low,False
CVE-2021-64203,2021,Auth,6.7,7.5,7.6,Medium,False
CVE-2022-25090,2022,Auth,3.9,6.8,7.0,Low,False
CVE-2020-25915,2020,Memory,6.3,7.0,7.5,Medium,False
CVE-2019-51477,2019,InputValidation,4.6,5.4,6.9,Medium,False
CVE-2023-66987,2023,Memory,8.1,8.7,8.1,High,False
CVE-2024-63238,2024,InputValidation,7.3,7.4,9.6,High,False
CVE-2019-97047,2019,InputValidation,5.2,4.8,7.5,Medium,False
CVE-2019-25029,2019,Other,4.8,5.6,4.7,Medium,False
CVE-2024-99067,2024,InputValidation,4.6,4.5,8.9,Medium,False
CVE-2018-63520,2018,Memory,7.1,4.9,9.4,High,False
CVE-2024-80053,2024,Memory,8.0,6.1,10.0,High,False
CVE-2018-61464,2018,Auth,5.7,7.8,5.0,Medium,False
CVE-2024-31961,2024,Crypto,7.1,6.9,7.3,High,False
CVE-2021-36835,2021,Memory,4.3,7.8,3.3,Medium,False
CVE-2024-37725,2024,Memory,5.9,8.1,8.1,Medium,False
CVE-2021-35357,2021,Auth,5.5,7.3,6.0,Medium,False
CVE-2023-11244,2023,Memory,6.8,6.0,10.0,Medium,False
CVE-2019-77952,2019,Auth,5.0,7.1,5.5,Medium,False
CVE-2020-58061,2020,Auth,5.4,7.7,4.0,Medium,False
CVE-2023-16490,2023,Memory,6.2,8.1,6.3,Medium,False
CVE-2022-87219,2022,Memory,4.5,8.8,3.7,Medium,False
CVE-2024-15839,2024,Other,6.2,6.1,8.1,Medium,False
CVE-2021-34992,2021,InputValidation,4.9,6.5,3.1,Medium,False
CVE-2024-54938,2024,InputValidation,6.2,7.6,7.1,Medium,False
CVE-2022-66249,2022,Auth,5.1,6.5,3.1,Medium,False
CVE-2024-54735,2024,Other,3.0,3.7,5.7,Low,False
CVE-2024-60734,2024,Other,6.1,4.8,9.4,Medium,False
CVE-2021-57080,2021,Auth,4.2,5.4,7.2,Medium,False
CVE-2024-84460,2024,InputValidation,3.3,5.0,4.9,Low,False
CVE-2024-91457,2024,Memory,5.1,6.8,6.8,Medium,False
CVE-2020-34260,2020,Auth,4.2,5.3,6.6,Medium,False
CVE-2023-69607,2023,Crypto,4.7,5.0,7.4,Medium,False
CVE-2018-71852,2018,InputValidation,2.9,3.2,3.7,Low,False
CVE-2024-38380,2024,Other,6.0,5.3,7.6,Medium,False
CVE-2019-94347,2019,Memory,3.8,7.0,2.0,Low,False
CVE-2018-81257,2018,InputValidation,3.0,4.8,5.3,Low,False
CVE-2021-51191,2021,Memory,6.8,8.0,6.2,Medium,False
CVE-2022-14930,2022,InputValidation,5.6,7.4,8.1,Medium,False
CVE-2024-14353,2024,Memory,4.5,4.6,6.5,Medium,False
CVE-2024-17832,2024,Memory,4.6,5.9,4.1,Medium,False
CVE-2021-59554,2021,Memory,4.7,5.8,4.9,Medium,False
CVE-2018-98487,2018,Crypto,5.3,4.1,6.7,Medium,False
CVE-2023-64017,2023,Auth,6.4,7.7,6.9,Medium,False
CVE-2022-67298,2022,Crypto,3.8,5.2,5.5,Low,False
CVE-2022-61389,2022,Other,6.0,4.6,5.6,Medium,False
CVE-2021-83306,2021,InputValidation,4.4,3.0,7.4,Medium,False
CVE-2022-35525,2022,InputValidation,5.2,7.0,6.0,Medium,False
CVE-2021-92092,2021,Other,4.6,3.1,6.0,Medium,False
CVE-2023-90630,2023,Memory,7.0,7.1,10.0,High,False
CVE-2022-83471,2022,Other,4.4,5.4,4.0,Medium,False
CVE-2024-78211,2024,Memory,7.5,9.0,4.0,High,False
CVE-2022-41280,2022,Other,4.1,3.0,7.5,Medium,False
CVE-2020-21240,2020,Memory,2.9,2.5,4.8,Low,False
CVE-2024-75092,2024,Other,4.8,5.3,6.0,Medium,False
CVE-2022-79541,2022,InputValidation,6.9,8.7,5.8,Medium,False
CVE-2020-72851,2020,Other,4.3,6.9,6.4,Medium,False
CVE-2023-16544,2023,Memory,5.3,7.3,9.8,Medium,False
CVE-2021-67981,2021,Crypto,4.7,4.8,7.9,Medium,False
CVE-2024-27332,2024,Other,4.6,6.2,8.3,Medium,False
CVE-2022-36836,2022,InputValidation,3.3,4.5,3.9,Low,False
CVE-2023-24388,2023,Crypto,5.0,6.2,4.7,Medium,False
CVE-2019-11694,2019,Crypto,2.9,6.3,1.6,Low,False
CVE-2021-96677,2021,InputValidation,4.3,7.6,5.6,Medium,False
CVE-2024-98202,2024,Crypto,7.6,9.6,9.1,High,False
CVE-2023-59294,2023,Crypto,6.3,6.1,7.6,Medium,False
CVE-2019-48769,2019,Other,2.9,4.2,5.9,Low,False
CVE-2020-49420,2020,Memory,6.3,7.0,6.9,Medium,False
CVE-2021-47855,2021,InputValidation,4.2,3.3,4.9,Medium,False
CVE-2023-11460,2023,Other,5.2,4.0,6.7,Medium,False
CVE-2023-57646,2023,Other,5.9,4.4,7.8,Medium,False
CVE-2023-51252,2023,InputValidation,5.6,5.2,3.6,Medium,False
CVE-2022-19835,2022,Crypto,5.0,5.7,7.2,Medium,False
CVE-2023-20910,2023,InputValidation,5.3,4.8,8.1,Medium,False
CVE-2021-92757,2021,Memory,5.9,8.7,6.5,Medium,False
CVE-2019-18463,2019,InputValidation,5.7,6.0,8.0,Medium,False
CVE-2022-23336,2022,InputValidation,7.6,6.0,10.0,High,False
CVE-2024-36534,2024,Crypto,3.6,5.0,6.3,Low,False
CVE-2023-12369,2023,Memory,5.4,7.2,7.7,Medium,False
CVE-2022-35381,2022,Other,6.0,6.2,5.4,Medium,False
CVE-2023-95094,2023,Other,5.1,3.7,6.6,Medium,False
CVE-2024-97905,2024,Crypto,4.5,4.5,7.2,Medium,False
CVE-2021-35407,2021,InputValidation,5.8,5.5,7.0,Medium,False
CVE-2021-72552,2021,InputValidation,3.9,4.0,4.5,Low,False
CVE-2024-45939,2024,Auth,6.2,5.3,6.9,Medium,False
CVE-2024-77576,2024,Crypto,5.7,4.8,9.1,Medium,False
CVE-2021-98652,2021,Memory,7.4,8.3,8.0,High,False
CVE-2022-36170,2022,Other,7.7,5.4,8.3,High,False
CVE-2021-81908,2021,Auth,5.9,6.8,6.4,Medium,False
CVE-2019-32369,2019,Other,5.9,6.3,8.1,Medium,False
CVE-2024-83098,2024,Auth,6.1,6.3,7.3,Medium,False
CVE-2021-54544,2021,Crypto,4.4,6.1,5.0,Medium,False
CVE-2024-15900,2024,InputValidation,7.3,5.8,7.2,High,False
CVE-2020-50733,2020,Other,4.5,5.4,4.8,Medium,False
CVE-2022-97236,2022,Other,3.7,4.1,5.2,Low,False
CVE-2018-10589,2018,Memory,3.4,3.3,6.5,Low,False
CVE-2023-70044,2023,Memory,6.7,6.8,7.4,Medium,True
CVE-2022-75311,2022,InputValidation,6.2,8.1,5.0,Medium,False
CVE-2023-67926,2023,Auth,6.4,7.9,9.0,Medium,False
CVE-2018-80599,2018,Other,6.3,6.4,7.8,Medium,False
CVE-2020-95553,2020,Memory,4.9,8.9,6.0,Medium,False
CVE-2018-93910,2018,Crypto,4.3,5.6,3.9,Medium,False
CVE-2020-98435,2020,InputValidation,5.7,6.3,6.5,Medium,False
CVE-2023-59008,2023,Other,5.4,4.1,5.5,Medium,False
CVE-2022-76794,2022,Auth,4.7,6.0,6.9,Medium,False
CVE-2022-89134,2022,Auth,4.7,7.4,6.3,Medium,False
CVE-2022-12866,2022,InputValidation,4.1,7.8,3.4,Medium,False
CVE-2020-62890,2020,InputValidation,3.8,5.8,6.0,Low,False
CVE-2020-51504,2020,InputValidation,5.8,5.3,6.0,Medium,False
CVE-2019-63374,2019,Memory,7.4,7.0,8.0,High,False
CVE-2024-39404,2024,Other,5.0,5.9,5.4,Medium,False
CVE-2022-75223,2022,Auth,6.5,4.3,9.4,Medium,False
CVE-2020-10637,2020,Other,2.1,1.6,2.4,Low,False
CVE-2019-25828,2019,Other,5.1,4.2,8.7,Medium,False
CVE-2024-63544,2024,Crypto,3.7,3.7,5.8,Low,False
CVE-2023-55097,2023,Auth,5.4,5.7,8.2,Medium,False
CVE-2023-42022,2023,Other,3.5,4.8,6.6,Low,False
CVE-2021-42202,2021,Auth,6.1,5.8,8.7,Medium,False
CVE-2020-38704,2020,Memory,6.5,9.2,6.6,Medium,False
CVE-2024-33641,2024,InputValidation,5.4,6.5,4.8,Medium,True
CVE-2023-47479,2023,Memory,6.9,7.5,9.5,Medium,False
CVE-2021-88771,2021,Other,5.0,5.9,6.5,Medium,False
CVE-2024-32027,2024,Crypto,3.6,3.8,6.7,Low,False
CVE-2023-52912,2023,Memory,7.3,8.6,9.4,High,False
CVE-2020-81474,2020,Crypto,4.9,5.4,4.7,Medium,False
CVE-2021-52692,2021,Crypto,4.9,6.5,7.9,Medium,False
CVE-2020-42209,2020,InputValidation,4.2,4.4,5.3,Medium,False
CVE-2019-67563,2019,Memory,4.7,4.7,6.2,Medium,False
CVE-2023-66738,2023,Crypto,5.1,6.7,7.0,Medium,False
CVE-2020-47242,2020,InputValidation,4.1,6.6,4.1,Medium,False
CVE-2024-19941,2024,Auth,4.5,5.1,5.1,Medium,False
CVE-2024-17073,2024,InputValidation,4.6,4.7,8.9,Medium,False
CVE-2018-47827,2018,Other,6.4,6.7,8.4,Medium,False
CVE-2022-56225,2022,Crypto,3.4,3.7,6.1,Low,False
CVE-2023-47096,2023,Crypto,7.2,8.0,7.5,High,False
CVE-2023-60546,2023,Other,5.8,3.6,5.7,Medium,False
CVE-2023-76457,2023,InputValidation,5.9,7.0,9.3,Medium,False
CVE-2021-78309,2021,Memory,5.8,6.5,6.4,Medium,False
CVE-2022-79998,2022,Memory,5.7,7.9,7.5,Medium,False
CVE-2022-96496,2022,Auth,6.7,5.7,8.7,Medium,False
CVE-2024-40268,2024,Crypto,3.4,5.3,5.2,Low,False
CVE-2021-95354,2021,Auth,6.9,6.6,9.6,Medium,False
CVE-2024-52078,2024,Memory,3.3,5.5,3.8,Low,False
CVE-2020-11865,2020,Memory,7.1,8.1,10.0,High,False
CVE-2024-38887,2024,Memory,4.3,6.2,6.1,Medium,False
CVE-2023-59876,2023,InputValidation,5.6,5.7,6.2,Medium,False
CVE-2022-43479,2022,Crypto,2.4,4.0,2.9,Low,False
CVE-2022-50478,2022,InputValidation,3.6,2.2,5.1,Low,True
CVE-2020-36401,2020,InputValidation,4.2,5.7,4.8,Medium,False
CVE-2020-38502,2020,Other,6.0,8.6,6.1,Medium,False
CVE-2019-23394,2019,InputValidation,5.8,7.2,6.7,Medium,False
CVE-2019-19262,2019,InputValidation,5.2,6.0,8.4,Medium,False
CVE-2021-14487,2021,Auth,5.6,6.1,7.1,Medium,False
CVE-2023-37341,2023,InputValidation,6.7,6.0,7.3,Medium,False
CVE-2022-23570,2022,Crypto,4.1,6.3,4.8,Medium,False
CVE-2019-67268,2019,Other,4.3,3.2,4.6,Medium,False
CVE-2024-39605,2024,Other,7.9,6.7,10.0,High,False
CVE-2022-81602,2022,Memory,5.1,8.1,5.8,Medium,False
CVE-2024-36723,2024,Other,5.2,6.1,9.7,Medium,False
CVE-2023-79108,2023,InputValidation,5.6,6.7,6.4,Medium,False
CVE-2019-88206,2019,InputValidation,4.8,6.0,6.7,Medium,False
CVE-2022-70098,2022,InputValidation,7.9,7.0,8.8,High,False
CVE-2023-58707,2023,Other,6.0,5.9,9.0,Medium,False
CVE-2018-59028,2018,InputValidation,4.3,5.5,6.4,Medium,False
CVE-2018-66921,2018,InputValidation,3.7,5.1,5.8,Low,False
CVE-2019-70760,2019,Crypto,5.9,5.7,6.5,Medium,False
CVE-2020-20249,2020,Memory,6.6,9.3,8.0,Medium,False
CVE-2021-77847,2021,Memory,5.4,5.1,8.1,Medium,False
CVE-2022-53839,2022,Memory,5.4,4.8,6.5,Medium,False
CVE-2019-49673,2019,Memory,5.8,7.2,8.1,Medium,False
CVE-2023-13642,2023,Memory,6.7,7.1,9.9,Medium,False
CVE-2022-16338,2022,Memory,6.1,7.3,7.6,Medium,False
CVE-2020-61761,2020,Crypto,5.9,5.9,7.2,Medium,False
CVE-2018-19622,2018,Memory,5.1,6.7,4.1,Medium,False
CVE-2018-58423,2018,InputValidation,4.5,8.2,2.4,Medium,False
CVE-2021-52873,2021,Other,3.9,2.6,6.7,Low,False
CVE-2019-57565,2019,InputValidation,4.3,4.8,6.3,Medium,False
CVE-2021-17806,2021,Crypto,3.4,5.3,5.6,Low,False
CVE-2023-10757,2023,Memory,4.9,4.5,6.8,Medium,False
CVE-2022-31470,2022,Memory,7.1,6.7,6.7,High,False
CVE-2020-16220,2020,Memory,6.9,9.5,9.4,Medium,False
CVE-2021-64754,2021,Memory,5.2,7.0,7.1,Medium,False
CVE-2022-89852,2022,InputValidation,4.2,6.3,5.4,Medium,False
CVE-2024-32505,2024,Memory,6.0,5.1,8.3,Medium,False
CVE-2023-38288,2023,Memory,5.5,6.1,6.3,Medium,False
CVE-2022-84492,2022,Memory,5.7,6.4,7.7,Medium,False
CVE-2021-29109,2021,InputValidation,4.0,5.5,5.7,Medium,False
CVE-2021-13497,2021,Memory,6.3,8.9,6.1,Medium,False
CVE-2024-67326,2024,InputValidation,4.4,6.8,7.0,Medium,False
CVE-2018-19864,2018,InputValidation,4.6,4.3,6.4,Medium,False
CVE-2024-97562,2024,Crypto,6.2,5.9,7.5,Medium,False
CVE-2023-84310,2023,Memory,4.9,7.7,6.6,Medium,False
CVE-2023-31017,2023,Auth,3.9,8.2,3.8,Low,False
CVE-2018-11821,2018,Crypto,7.1,7.9,6.3,High,False
CVE-2022-60337,2022,Memory,5.0,5.5,8.0,Medium,False
CVE-2022-55485,2022,Other,4.9,3.8,5.7,Medium,False
CVE-2019-93557,2019,Other,3.6,3.1,5.7,Low,False
CVE-2020-66388,2020,Memory,6.0,6.6,8.6,Medium,False
CVE-2024-20372,2024,InputValidation,5.5,6.7,5.6,Medium,False
CVE-2022-81333,2022,Auth,4.5,8.0,4.3,Medium,False
CVE-2021-26283,2021,Auth,5.4,6.4,6.5,Medium,False
CVE-2018-50857,2018,Memory,4.9,6.5,5.9,Medium,False
CVE-2023-61772,2023,Memory,4.2,7.2,5.2,Medium,False
CVE-2023-69670,2023,InputValidation,4.8,4.7,6.1,Medium,False
CVE-2022-83133,2022,InputValidation,6.8,9.1,8.2,Medium,False
CVE-2022-41261,2022,Crypto,3.7,3.1,6.1,Low,False
CVE-2021-67154,2021,InputValidation,4.6,6.3,7.3,Medium,False
CVE-2022-16107,2022,InputValidation,8.9,9.0,10.0,High,False
CVE-2020-45561,2020,Auth,6.0,6.5,6.2,Medium,False
CVE-2024-86674,2024,Memory,6.5,6.7,7.3,Medium,False
CVE-2022-45268,2022,InputValidation,4.4,5.5,5.7,Medium,False
CVE-2021-41608,2021,Auth,3.4,6.2,5.2,Low,False
CVE-2022-23138,2022,Other,6.9,7.1,5.9,Medium,False
CVE-2023-47693,2023,InputValidation,3.3,2.7,5.2,Low,False
CVE-2019-93000,2019,InputValidation,6.0,8.3,7.8,Medium,False
CVE-2020-31248,2020,Memory,6.3,4.9,10.0,Medium,False
CVE-2023-28632,2023,InputValidation,5.5,5.6,5.3,Medium,False
CVE-2021-57547,2021,InputValidation,4.7,5.4,5.8,Medium,False
CVE-2023-22100,2023,Memory,7.1,7.9,7.0,High,False
CVE-2019-57930,2019,InputValidation,5.2,3.6,6.9,Medium,False
CVE-2023-76861,2023,InputValidation,4.9,6.7,7.3,Medium,False
CVE-2018-86905,2018,Memory,7.4,10.0,9.8,High,False
CVE-2018-63025,2018,InputValidation,3.5,4.0,1.9,Low,False
CVE-2024-85876,2024,Memory,2.2,7.3,2.7,Low,False
CVE-2022-88944,2022,InputValidation,4.3,5.0,5.6,Medium,False
CVE-2021-60840,2021,Memory,5.6,7.6,9.0,Medium,False
CVE-2020-29369,2020,Other,3.4,5.0,3.7,Low,False
CVE-2022-28460,2022,Crypto,2.4,4.5,1.0,Low,False
CVE-2022-11461,2022,Crypto,5.4,6.2,7.8,Medium,False
CVE-2024-52362,2024,Auth,6.5,9.2,7.8,Medium,False
CVE-2024-38610,2024,InputValidation,3.5,5.7,4.7,Low,False
CVE-2023-30995,2023,Memory,7.4,8.1,5.3,High,False
CVE-2022-94716,2022,InputValidation,5.2,4.1,4.6,Medium,False
CVE-2022-17717,2022,Crypto,3.5,4.1,6.5,Low,False
CVE-2023-88867,2023,Auth,6.7,7.2,5.8,Medium,False
CVE-2019-89472,2019,InputValidation,6.3,8.2,8.0,Medium,False
CVE-2021-74022,2021,Memory,4.3,7.5,1.9,Medium,False
CVE-2018-63668,2018,InputValidation,4.4,5.5,5.1,Medium,False
CVE-2018-61645,2018,InputValidation,4.0,6.0,4.7,Medium,False
CVE-2020-39550,2020,Crypto,4.8,3.6,5.8,Medium,False
CVE-2022-96151,2022,Crypto,5.2,6.4,5.8,Medium,False
CVE-2023-13576,2023,InputValidation,6.0,7.3,8.4,Medium,False
CVE-2022-50868,2022,Other,2.2,4.3,3.0,Low,False
CVE-2021-56380,2021,Crypto,4.0,4.8,6.5,Medium,False
CVE-2019-15728,2019,Memory,4.9,7.4,8.0,Medium,False
CVE-2022-42800,2022,Memory,6.5,6.3,10.0,Medium,False
CVE-2020-20886,2020,Memory,4.4,6.9,6.0,Medium,False
CVE-2022-89614,2022,Memory,7.1,10.0,8.1,High,False
CVE-2024-79909,2024,Memory,5.5,6.6,3.6,Medium,False
CVE-2019-57236,2019,Memory,4.9,6.5,2.5,Medium,False
CVE-2020-55805,2020,InputValidation,5.3,5.0,8.0,Medium,False
CVE-2022-42532,2022,Memory,6.2,8.1,7.1,Medium,False
CVE-2024-38688,2024,Other,6.9,4.7,8.6,Medium,False
CVE-2023-21063,2023,Memory,4.8,6.0,4.2,Medium,False
CVE-2024-33089,2024,InputValidation,6.2,8.0,8.0,Medium,False
CVE-2021-65942,2021,InputValidation,6.1,8.1,10.0,Medium,False
CVE-2024-61829,2024,Other,4.9,4.1,7.1,Medium,False
CVE-2019-60553,2019,Memory,5.2,4.2,6.8,Medium,False
CVE-2018-43585,2018,InputValidation,5.5,7.5,7.0,Medium,False
CVE-2024-81739,2024,Other,3.5,4.0,3.5,Low,False
CVE-2024-69004,2024,Other,5.9,6.2,9.2,Medium,False
CVE-2019-12438,2019,Auth,3.6,3.5,5.1,Low,False
CVE-2019-33212,2019,InputValidation,4.2,7.3,7.9,Medium,False
CVE-2018-60362,2018,Memory,3.7,5.2,3.7,Low,False
CVE-2019-82177,2019,Crypto,5.6,6.6,4.7,Medium,False
CVE-2020-26983,2020,Other,5.2,5.0,9.1,Medium,False
CVE-2024-24026,2024,Crypto,4.2,4.1,5.7,Medium,False
CVE-2023-60998,2023,Crypto,5.0,4.9,9.1,Medium,False
CVE-2023-65744,2023,InputValidation,6.0,7.0,6.8,Medium,False
CVE-2023-67013,2023,Auth,4.2,6.7,3.5,Medium,False
CVE-2022-61039,2022,Memory,5.9,7.9,8.7,Medium,False
CVE-2023-59831,2023,InputValidation,7.3,9.0,6.2,High,False
CVE-2022-95172,2022,InputValidation,5.3,3.7,7.5,Medium,False
CVE-2021-44603,2021,InputValidation,5.9,8.4,7.2,Medium,False
CVE-2022-87758,2022,Memory,5.2,7.2,4.2,Medium,False
CVE-2022-77713,2022,Memory,5.6,5.7,6.9,Medium,False
CVE-2024-23105,2024,Crypto,5.9,3.5,10.0,Medium,False
CVE-2024-77182,2024,InputValidation,4.1,5.7,7.5,Medium,False
CVE-2021-62147,2021,Crypto,6.4,6.9,6.8,Medium,False
CVE-2023-85400,2023,Memory,5.8,6.8,8.8,Medium,False
CVE-2019-56434,2019,InputValidation,6.2,8.3,7.5,Medium,False
CVE-2023-36515,2023,InputValidation,6.5,3.8,6.6,Medium,False
CVE-2021-99298,2021,Memory,5.3,7.0,4.9,Medium,False
CVE-2018-68001,2018,InputValidation,4.2,4.1,6.7,Medium,False
CVE-2021-68397,2021,Memory,4.9,7.5,8.9,Medium,False
CVE-2022-71415,2022,Memory,6.9,8.3,5.7,Medium,False
CVE-2019-26960,2019,Other,4.3,4.4,8.9,Medium,False
CVE-2024-91838,2024,InputValidation,2.5,2.1,5.8,Low,False
CVE-2018-55778,2018,Auth,4.8,6.8,5.3,Medium,False
CVE-2024-40941,2024,InputValidation,7.3,6.7,8.6,High,True
CVE-2023-50955,2023,Crypto,5.7,6.1,6.2,Medium,False
CVE-2021-88565,2021,Auth,6.7,8.4,8.5,Medium,False
CVE-2021-66908,2021,Crypto,4.3,3.9,5.8,Medium,False
CVE-2023-74067,2023,InputValidation,5.2,7.0,6.8,Medium,False
CVE-2022-65696,2022,InputValidation,6.5,7.8,7.9,Medium,False
CVE-2023-28429,2023,InputValidation,4.2,3.3,6.7,Medium,False
CVE-2021-86676,2021,Other,4.5,5.5,3.0,Medium,False
CVE-2022-24847,2022,Auth,5.2,5.7,4.6,Medium,False
CVE-2024-57191,2024,Other,5.7,4.9,8.1,Medium,False
CVE-2020-44256,2020,Memory,5.6,7.5,6.8,Medium,False
CVE-2021-38774,2021,Auth,5.4,5.8,5.7,Medium,False
CVE-2020-19127,2020,Other,3.4,4.0,3.9,Low,False
CVE-2023-38205,2023,Memory,4.2,7.1,5.0,Medium,False
CVE-2023-91163,2023,Memory,3.4,5.4,2.9,Low,False
CVE-2020-68764,2020,Auth,4.7,4.9,6.3,Medium,False
CVE-2019-48664,2019,Crypto,5.8,6.5,5.7,Medium,False
CVE-2018-66795,2018,Auth,3.9,4.8,4.7,Low,False
CVE-2021-42333,2021,Memory,5.2,8.0,7.0,Medium,False
CVE-2021-46079,2021,Auth,6.1,7.2,7.6,Medium,False
CVE-2024-94225,2024,Memory,5.9,4.4,10.0,Medium,False
CVE-2022-34259,2022,Memory,4.4,6.0,4.0,Medium,False
CVE-2020-36571,2020,Memory,8.0,8.8,9.3,High,False
CVE-2024-61119,2024,Auth,6.2,5.0,8.3,Medium,True
CVE-2022-18009,2022,Crypto,3.7,4.8,5.1,Low,False
CVE-2022-71829,2022,InputValidation,5.2,6.7,7.2,Medium,False
CVE-2019-48230,2019,InputValidation,4.7,7.2,6.1,Medium,False
CVE-2021-66049,2021,Other,5.3,4.6,6.8,Medium,False
CVE-2024-46498,2024,InputValidation,6.9,5.1,9.2,Medium,False
CVE-2022-38820,2022,Auth,6.6,8.6,8.3,Medium,False
CVE-2021-50315,2021,InputValidation,6.6,8.6,8.1,Medium,False
CVE-2023-42795,2023,InputValidation,6.8,7.5,6.2,Medium,True
CVE-2024-95411,2024,InputValidation,4.8,6.1,4.1,Medium,False
CVE-2020-49191,2020,InputValidation,4.9,4.8,6.1,Medium,False
CVE-2022-64453,2022,Auth,4.7,5.3,8.7,Medium,False
CVE-2024-22453,2024,InputValidation,5.2,6.8,4.1,Medium,False
CVE-2019-60325,2019,Memory,4.6,7.6,5.1,Medium,False
CVE-2023-59490,2023,Other,4.9,7.1,7.1,Medium,False
CVE-2022-84796,2022,InputValidation,4.8,7.0,5.1,Medium,False
CVE-2023-59993,2023,InputValidation,3.2,3.7,4.8,Low,False
CVE-2021-55706,2021,Other,5.1,6.6,6.1,Medium,False
CVE-2021-52817,2021,Crypto,2.3,4.0,3.8,Low,False
CVE-2023-74544,2023,Memory,5.6,6.4,5.0,Medium,False
CVE-2020-65710,2020,Other,6.3,5.4,7.8,Medium,False
CVE-2021-60799,2021,Crypto,4.0,8.5,4.8,Medium,False
CVE-2020-70964,2020,InputValidation,6.9,10.0,4.6,Medium,False
CVE-2018-63678,2018,Memory,5.1,7.9,5.9,Medium,False
CVE-2024-81150,2024,Auth,6.5,6.2,8.1,Medium,False
CVE-2021-70438,2021,Crypto,5.2,6.3,6.4,Medium,False
CVE-2024-87223,2024,InputValidation,5.6,7.3,6.1,Medium,False
CVE-2019-71926,2019,Other,4.4,4.5,6.5,Medium,False
CVE-2022-13801,2022,Auth,6.6,9.2,4.2,Medium,False
CVE-2020-51048,2020,Memory,5.2,7.3,7.9,Medium,False
CVE-2023-50144,2023,InputValidation,6.3,6.7,7.5,Medium,False
CVE-2023-20148,2023,Memory,6.8,8.0,6.4,Medium,False
CVE-2019-92819,2019,Auth,7.0,7.1,8.7,High,False
CVE-2024-29861,2024,Memory,7.5,8.3,5.1,High,False
CVE-2020-71717,2020,Crypto,4.9,4.6,8.4,Medium,False
CVE-2022-32480,2022,Auth,5.9,5.7,6.9,Medium,False
CVE-2024-28637,2024,Other,3.7,3.3,5.6,Low,False
CVE-2024-54621,2024,InputValidation,6.5,6.7,6.8,Medium,False
CVE-2024-70304,2024,Auth,6.0,7.7,6.8,Medium,False
CVE-2021-57431,2021,Memory,6.5,7.7,9.2,Medium,False
CVE-2019-98921,2019,Auth,7.0,9.0,5.4,High,False
CVE-2020-66172,2020,Memory,4.8,7.0,5.5,Medium,False
CVE-2022-35437,2022,InputValidation,5.2,7.0,8.8,Medium,False
CVE-2023-18149,2023,Auth,3.9,4.9,5.4,Low,False
CVE-2019-24671,2019,Memory,6.5,6.4,8.4,Medium,False
CVE-2023-33119,2023,Memory,8.3,8.0,10.0,High,False
CVE-2021-56117,2021,Auth,5.9,7.8,6.3,Medium,False
CVE-2021-26279,2021,Auth,6.8,6.1,7.9,Medium,False
CVE-2023-78835,2023,Crypto,3.1,5.4,4.5,Low,False
CVE-2022-14803,2022,Crypto,4.1,3.2,7.5,Medium,False
CVE-2023-92897,2023,InputValidation,4.9,5.5,7.0,Medium,False
CVE-2019-70805,2019,InputValidation,6.1,7.3,7.8,Medium,False
CVE-2023-28201,2023,InputValidation,5.3,6.9,5.7,Medium,False
CVE-2018-38634,2018,Memory,5.6,7.8,4.1,Medium,False
CVE-2020-24760,2020,Other,4.8,5.1,7.4,Medium,False
CVE-2023-20826,2023,Crypto,3.8,5.5,2.9,Low,False
CVE-2024-96821,2024,InputValidation,4.5,5.0,5.9,Medium,False
CVE-2020-55775,2020,InputValidation,5.6,7.0,8.6,Medium,False
CVE-2021-84676,2021,Other,5.1,5.6,7.0,Medium,False
CVE-2022-16798,2022,Memory,7.0,7.7,10.0,High,False
